dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
svd,QuantileTransformer,True,qda,2,0.7073170731707317,0.7118119975262833,0.7195121951219512,0.7232529375386518
svd,QuantileTransformer,True,dt,2,0.7439024390243902,0.7473716759431045,0.7439024390243902,0.7473716759431045
svd,QuantileTransformer,True,rf,2,0.8475609756097561,0.8390538033395176,0.8475609756097561,0.8390538033395176
svd,QuantileTransformer,True,adaboost,2,0.8201219512195121,0.8160946196660482,0.8201219512195121,0.8160946196660482
svd,QuantileTransformer,True,mlp,2,0.7408536585365854,0.729978354978355,0.7652439024390244,0.7540970933828077
voiced,QuantileTransformer,True,svm,2,0.6428571428571429,0.55,0.6666666666666666,0.4916666666666667
voiced,QuantileTransformer,True,knn,2,0.7142857142857143,0.65,0.6666666666666666,0.4666666666666667
voiced,QuantileTransformer,True,gaussianNB,2,0.5952380952380952,0.6416666666666666,0.5952380952380952,0.6666666666666667
voiced,QuantileTransformer,True,lda,2,0.5,0.525,0.4523809523809524,0.44166666666666665
voiced,QuantileTransformer,True,qda,2,0.6190476190476191,0.6833333333333333,0.2857142857142857,0.5
voiced,QuantileTransformer,True,dt,2,0.8095238095238095,0.6666666666666666,0.8095238095238095,0.6666666666666666
voiced,QuantileTransformer,True,rf,2,0.6904761904761905,0.5083333333333333,0.6904761904761905,0.5083333333333333
voiced,QuantileTransformer,True,adaboost,2,0.7380952380952381,0.5416666666666666,0.7380952380952381,0.5416666666666666
voiced,QuantileTransformer,True,mlp,2,0.7142857142857143,0.65,0.6666666666666666,0.6166666666666667
svd,QuantileTransformer,False,svm,2,0.8445121951219512,0.8406962968624603,0.8384146341463414,0.8344288607788436
svd,QuantileTransformer,False,knn,2,0.7378048780487805,0.7243092444682233,0.7225609756097561,0.7081247372644934
svd,QuantileTransformer,False,gaussianNB,2,0.6676829268292683,0.6847365001719723,0.6707317073170732,0.6883861352084687
svd,QuantileTransformer,False,lda,2,0.7896341463414634,0.7801620361524058,0.7865853658536586,0.7765124011159094
svd,QuantileTransformer,False,qda,2,0.7682926829268293,0.7680284327588183,0.7682926829268293,0.7680284327588183
svd,QuantileTransformer,False,dt,2,0.8201219512195121,0.8084037146023617,0.8201219512195121,0.8084037146023617
svd,QuantileTransformer,False,rf,2,0.8445121951219512,0.8334734589368288,0.8323170731707317,0.8199067527802193
svd,QuantileTransformer,False,adaboost,2,0.8170731707317073,0.8047540795658654,0.8170731707317073,0.8047540795658654
svd,QuantileTransformer,False,mlp,2,0.7347560975609756,0.7216914434211029,0.7439024390243902,0.7326403485305919
voiced,QuantileTransformer,False,svm,2,0.7380952380952381,0.6764705882352942,0.6428571428571429,0.5588235294117647
voiced,QuantileTransformer,False,knn,2,0.5952380952380952,0.5,0.5952380952380952,0.5094117647058823
voiced,QuantileTransformer,False,gaussianNB,2,0.6428571428571429,0.6435294117647059,0.6904761904761905,0.6929411764705883
voiced,QuantileTransformer,False,lda,2,0.40476190476190477,0.4152941176470588,0.5714285714285714,0.5929411764705883
voiced,QuantileTransformer,False,qda,2,0.47619047619047616,0.5223529411764706,0.42857142857142855,0.52
voiced,QuantileTransformer,False,dt,2,0.5476190476190477,0.5164705882352941,0.6904761904761905,0.6364705882352941
voiced,QuantileTransformer,False,rf,2,0.6666666666666666,0.5976470588235294,0.6190476190476191,0.5294117647058824
voiced,QuantileTransformer,False,adaboost,2,0.6666666666666666,0.5882352941176471,0.6904761904761905,0.6176470588235294
voiced,QuantileTransformer,False,mlp,2,0.6904761904761905,0.6176470588235294,0.6666666666666666,0.5882352941176471
svd,QuantileTransformer,True,svm,3,0.8384146341463414,0.8326376004947433,0.8353658536585366,0.83008658008658
svd,QuantileTransformer,True,knn,3,0.7439024390243902,0.7325293753865183,0.725609756097561,0.7159863945578231
svd,QuantileTransformer,True,gaussianNB,3,0.6615853658536586,0.6982838589981447,0.6615853658536586,0.6982838589981447
svd,QuantileTransformer,True,lda,3,0.8292682926829268,0.826221397649969,0.8292682926829268,0.8249845392702535
svd,QuantileTransformer,True,qda,3,0.7347560975609756,0.7446660482374767,0.7317073170731707,0.7421150278293136
svd,QuantileTransformer,True,dt,3,0.8292682926829268,0.8324056895485468,0.8292682926829268,0.8324056895485468
svd,QuantileTransformer,True,rf,3,0.8719512195121951,0.8644094001236858,0.8719512195121951,0.8644094001236858
svd,QuantileTransformer,True,adaboost,3,0.8719512195121951,0.8644094001236858,0.8719512195121951,0.8644094001236858
svd,QuantileTransformer,True,mlp,3,0.7804878048780488,0.7680890538033396,0.7652439024390244,0.7503865182436611
voiced,QuantileTransformer,True,svm,3,0.7380952380952381,0.6916666666666667,0.7380952380952381,0.6916666666666667
voiced,QuantileTransformer,True,knn,3,0.6428571428571429,0.525,0.6904761904761905,0.5583333333333333
voiced,QuantileTransformer,True,gaussianNB,3,0.5714285714285714,0.7,0.6190476190476191,0.7333333333333334
voiced,QuantileTransformer,True,lda,3,0.42857142857142855,0.45,0.5238095238095238,0.5416666666666667
voiced,QuantileTransformer,True,qda,3,0.4523809523809524,0.36666666666666664,0.4523809523809524,0.4916666666666667
voiced,QuantileTransformer,True,dt,3,0.7142857142857143,0.65,0.7142857142857143,0.65
voiced,QuantileTransformer,True,rf,3,0.8095238095238095,0.6666666666666666,0.7142857142857143,0.625
